CreatedDate,ClosedDate,Time,Longitude,Latitude,Agency,Borough
2015-10-27,2015-11-02,19,-73.9546294341027,40.6437606823927,HPD,BROOKLYN
2015-08-03,2015-08-03,14,-73.8364027312344,40.682892690184,NYPD,QUEENS
2015-03-30,2015-03-30,22,-73.8330179458731,40.6926482499572,DSNY,QUEENS
2015-10-16,2015-10-21,11,-73.9761222991445,40.7788286456603,DEP,MANHATTAN
2015-01-17,2015-01-17,14,-73.8332972192953,40.6559482010891,DEP,QUEENS
2015-07-28,2015-07-28,14,-73.9210343077733,40.8116502485403,DEP,BRONX
2015-10-28,2015-11-04,17,-73.8605782008095,40.8327438067998,DOT,BRONX
2015-12-19,2015-12-29,9,-73.9791882003767,40.7428950597557,DEP,MANHATTAN
2015-07-27,2015-07-28,22,-73.9443925246585,40.6951823327342,NYPD,BROOKLYN
2015-04-18,2015-08-11,20,-73.9246741460423,40.6693976937313,HPD,BROOKLYN
2015-10-02,2016-01-12,14,-73.8138440819073,40.7522158995528,DOB,QUEENS
2015-09-14,2015-12-29,11,-73.8204736360673,40.7230139610137,DPR,QUEENS
2015-05-01,2015-05-02,21,-73.9619501537861,40.6841555006732,NYPD,BROOKLYN
2015-11-13,2015-11-20,13,-73.8788480656184,40.845066245306,HPD,BRONX
2015-06-10,2015-06-11,24,-73.7099695542913,40.7470331701391,NYPD,QUEENS
2015-09-18,2015-09-18,17,-73.8201520863675,40.748586378332,NYPD,QUEENS
2015-09-03,NA,24,-73.9138856479532,40.8196514828551,DPR,BRONX
2015-10-12,2016-02-01,19,-73.9395810440737,40.8512841427208,DOB,MANHATTAN
2015-06-02,2015-06-29,9,-74.0124052423082,40.6754986184279,DOT,BROOKLYN
2015-01-15,2015-01-15,11,-73.8750872325126,40.6593937290029,NYPD,BROOKLYN
2015-10-10,2015-10-10,24,-73.925918857235,40.8242325422181,NYPD,BRONX
2015-12-06,2015-12-06,0,-73.9783699276266,40.7289488178831,NYPD,MANHATTAN
2015-01-16,2015-01-16,10,-73.8137860921428,40.7445551959714,NYPD,QUEENS
2015-04-26,2015-04-26,6,-73.9041542222264,40.8534998277548,NYPD,BRONX
2015-06-06,2015-06-07,23,-73.9223499301994,40.6872207162557,NYPD,BROOKLYN
2015-12-02,2015-12-03,11,-73.8453023896099,40.6854823438534,DOB,QUEENS
2015-06-28,2015-06-28,10,-73.8526828835818,40.8716813827508,DEP,BRONX
2015-07-12,2015-07-12,9,-73.921185736046,40.8515584910914,DSNY,BRONX
2015-02-01,2015-02-12,13,-73.9587070687845,40.7683443096561,DSNY,MANHATTAN
2015-09-24,2015-09-25,14,-73.9891680677529,40.6886160452146,DOT,BROOKLYN
2015-06-17,2015-12-24,20,-73.7318958816307,40.6713167620139,DPR,QUEENS
2015-11-05,2015-09-14,0,-73.8519877662503,40.6690307033367,DOHMH,QUEENS
2015-10-30,2015-10-31,17,-73.819109961516,40.6831248138751,DEP,QUEENS
2015-11-28,2015-12-03,13,-73.7970409719982,40.5917193078748,DSNY,QUEENS
2015-06-09,2015-06-09,8,-73.9234875829235,40.6667646684173,NYPD,BROOKLYN
2015-08-26,2015-08-26,19,-73.9543759880637,40.7087650808174,NYPD,BROOKLYN
2015-04-12,2015-04-12,17,-73.9633261703482,40.771785031556,DEP,MANHATTAN
2015-07-20,2015-07-20,21,-74.026958988916,40.6394489246749,NYPD,BROOKLYN
2015-03-13,2015-03-17,1,-73.9815006690501,40.7326191010615,DEP,MANHATTAN
2015-08-01,2015-08-02,23,-73.9457658276563,40.6516563325844,NYPD,BROOKLYN
2015-12-23,2015-12-23,19,-73.8680511172168,40.7325834170122,DOT,QUEENS
2015-11-25,2015-11-26,21,-73.9227362022827,40.8517544139475,NYPD,BRONX
2015-01-30,2015-01-30,11,-73.8705806253192,40.7510859286148,DOB,QUEENS
2015-11-16,2015-11-16,16,-73.9451705358527,40.805936015241,NYPD,MANHATTAN
2015-12-06,2015-12-06,2,-73.8477617709274,40.781683897181,NYPD,QUEENS
2015-07-18,2015-07-18,0,-73.802372114146,40.6834266576008,NYPD,QUEENS
2015-04-07,2015-04-07,10,-73.9050843445509,40.7463217054168,NYPD,QUEENS
2015-08-01,2015-08-12,21,-73.9821118532151,40.7677437329527,DOT,MANHATTAN
2015-10-03,2015-10-06,11,-73.9824039497007,40.7826312343686,HPD,MANHATTAN
2015-11-25,2015-11-27,1,-73.8831251797158,40.8792559049517,HPD,BRONX
2015-06-21,2015-06-22,23,-73.9394338613752,40.5961013419776,NYPD,BROOKLYN
2015-07-16,2015-07-16,13,-73.9735768044205,40.6967737197024,NYPD,BROOKLYN
2015-06-19,2015-09-14,13,-73.9534384136099,40.708440823287,DSNY,BROOKLYN
2015-11-10,2015-11-13,15,-73.8553863912963,40.7408381603082,DOB,QUEENS
2015-04-21,2015-04-22,22,-73.9539765456767,40.6551814668163,NYPD,BROOKLYN
2015-03-10,2015-03-10,9,-73.9312727285903,40.6326656443364,NYPD,BROOKLYN
2015-05-01,2015-05-02,15,-73.8287502375209,40.7073649332543,DSNY,QUEENS
2015-04-19,2015-04-19,11,-73.9666970388585,40.6875275517191,NYPD,BROOKLYN
2015-08-19,2015-08-20,11,-73.9580062689468,40.7117719778756,DSNY,BROOKLYN
2015-10-04,2015-10-04,18,-73.9620976834782,40.5831857869964,DEP,BROOKLYN
2015-02-01,2015-02-01,10,-74.00510815849,40.6244269998892,NYPD,BROOKLYN
2015-05-11,2015-05-13,17,-73.8325992775482,40.6813034831326,NYPD,QUEENS
2015-01-28,2015-01-28,0,-73.8437616228174,40.7213653778508,DHS,QUEENS
2015-09-12,2015-09-13,23,-73.9648659920346,40.7067513590982,NYPD,BROOKLYN
2015-10-16,2015-10-17,3,-73.9414080607574,40.7017243777192,DSNY,BROOKLYN
2015-08-05,2015-08-17,0,-73.8513365656758,40.7347725817829,HPD,QUEENS
2015-01-23,2015-01-23,4,-74.0002346331931,40.7607515187841,NYPD,MANHATTAN
2015-10-27,2015-10-30,10,-73.8830151604932,40.8472443557553,HPD,BRONX
2015-08-08,2015-08-11,8,-73.7926506283237,40.6999440865538,DSNY,QUEENS
2015-12-04,2015-12-18,9,-73.8907899850513,40.6710173850053,HPD,BROOKLYN
2015-06-11,2015-06-12,21,-73.9273028281644,40.8638093655688,NYPD,MANHATTAN
2015-06-28,2015-06-29,11,-73.9708075430429,40.6135897119924,DSNY,BROOKLYN
2015-12-04,2015-12-08,18,-73.8960881897905,40.8590645916881,HPD,BRONX
2015-08-18,2015-08-26,7,-73.939657556668,40.6593633821743,DOT,BROOKLYN
2015-02-17,2015-02-19,17,-73.8904851287738,40.8522882256345,DOT,BRONX
2015-08-27,2015-08-28,23,-73.9877654158862,40.7278193599956,NYPD,MANHATTAN
2015-09-04,2015-09-10,0,-73.9099995182726,40.853350832526,DOHMH,BRONX
2015-02-12,2015-02-24,9,-73.7327734235203,40.673629915577,DSNY,QUEENS
2015-08-25,2015-08-26,15,-73.8658252891756,40.7538664086934,DEP,QUEENS
2015-06-04,2015-06-05,23,-73.9885385199516,40.7429759675827,NYPD,MANHATTAN
2015-07-24,2015-07-25,6,-73.8687764353334,40.6665890103186,DSNY,BROOKLYN
2015-03-08,2015-03-10,11,-73.9931033564104,40.6061163912739,DSNY,BROOKLYN
2015-05-22,2015-05-23,15,-73.9548301200891,40.6879763927546,DSNY,BROOKLYN
2015-10-01,2015-10-02,23,-73.9684241369187,40.8018907702253,NYPD,MANHATTAN
2015-03-09,2015-03-14,15,-73.8197912031483,40.7218930311956,DSNY,QUEENS
2015-07-22,2015-08-12,8,-73.8810125502923,40.8817129899668,HPD,BRONX
2015-09-18,2015-09-18,11,-73.9828513787718,40.6577118499486,DSNY,BROOKLYN
2015-08-20,2015-08-20,9,-73.879755310751,40.8270426625368,HPD,BRONX
2015-04-19,2015-05-05,19,-73.9805167043087,40.7165895551534,DCA,MANHATTAN
2015-02-04,2015-02-06,14,-73.9917644250991,40.7457484408318,DEP,MANHATTAN
2015-08-05,2015-08-21,19,-73.7856623194243,40.7579610829069,DCA,QUEENS
2015-11-04,2016-03-04,9,-73.9350120830676,40.7958273949555,DSNY,MANHATTAN
2015-05-02,2015-05-02,20,-73.952527987223,40.8168852323544,NYPD,MANHATTAN
2015-07-28,2016-01-14,6,-73.9330465641573,40.6493742059892,DOB,BROOKLYN
2015-03-04,2015-11-29,18,-73.825615960663,40.8300420987457,DOB,BRONX
2015-03-03,2015-03-04,10,-73.9633308347022,40.7960978872761,DEP,MANHATTAN
2015-07-15,2015-07-15,21,-73.9231268059785,40.6701624631574,NYPD,BROOKLYN
2015-11-16,2015-11-16,17,-73.9537336415649,40.7144135458118,NYPD,BROOKLYN
2015-04-10,2015-04-10,3,-73.8317772195402,40.7056072549585,NYPD,QUEENS
2015-12-29,2016-04-25,8,-74.0090795386221,40.6359685921146,DSNY,BROOKLYN
2015-11-24,2015-11-24,11,-73.8826349618688,40.841485569521,NYPD,BRONX
2015-02-20,2015-02-20,10,-73.9826380487878,40.7849752726637,DOT,MANHATTAN
2015-09-11,2015-09-12,14,-73.9131379487496,40.6866514531938,DEP,BROOKLYN
2015-09-27,2015-10-08,15,-73.8993524860705,40.8233121474536,HPD,BRONX
2015-06-03,2015-06-27,14,-73.963974840382,40.5804388437514,DSNY,BROOKLYN
2015-08-30,2015-08-30,24,-73.9003927664726,40.724549091052,NYPD,QUEENS
2015-03-30,2015-03-30,14,-73.9776433481556,40.7760430430971,DEP,MANHATTAN
2015-11-16,2015-11-18,8,-73.957783846752,40.6642873629921,HPD,BROOKLYN
2015-11-17,2015-11-18,22,-73.9165239411415,40.6951243217699,NYPD,BROOKLYN
2015-11-10,2016-12-15,15,-73.8624189733791,40.6677837967773,DOT,BROOKLYN
2015-06-10,2015-06-15,24,-73.997445711717,40.6298892166348,DEP,BROOKLYN
2015-07-25,2015-07-25,19,-73.8276730425868,40.7389692741874,NYPD,QUEENS
2015-11-30,2015-12-01,18,-74.0739811031447,40.6140032889731,DEP,STATEN ISLAND
2015-04-12,2015-04-20,23,-73.9935952556228,40.734267261349,DEP,MANHATTAN
2015-08-15,2015-08-16,19,-73.8761340613973,40.8196445559794,NYPD,BRONX
2015-12-29,2015-12-30,15,-73.8325771531087,40.6858076300312,DOT,QUEENS
2015-08-20,2015-09-04,18,-74.0389663925893,40.6175228479102,HPD,BROOKLYN
2015-03-23,2015-03-26,21,-73.9978600561371,40.7410551924439,DEP,MANHATTAN
2015-12-12,2015-12-12,4,-73.9573476817813,40.8052412588617,NYPD,MANHATTAN
2015-10-30,2015-10-31,19,-73.8682553008815,40.8720323201684,HPD,BRONX
2015-08-03,2015-08-15,20,-73.9231486805919,40.6762064756833,HPD,BROOKLYN
2015-12-16,2015-12-23,8,-74.1013333179209,40.5642328943006,DOB,STATEN ISLAND
2015-10-28,2015-10-30,1,-73.921901493588,40.6175413496652,HPD,BROOKLYN
2015-12-16,2016-03-14,24,-73.9550889003189,40.6892198751447,DOB,BROOKLYN
2015-11-07,2015-11-13,14,-74.0075521834111,40.7342452337844,DEP,MANHATTAN
2015-10-06,2015-10-06,20,-73.8304989174496,40.7530101419236,NYPD,QUEENS
2015-10-15,2015-10-31,14,-73.8709645072216,40.649793411679,DCA,BROOKLYN
2015-07-10,2015-07-10,14,-73.8027313543738,40.8094088064235,NYPD,BRONX
2015-03-09,2015-03-14,9,-73.9505624304751,40.6907084298513,DSNY,BROOKLYN
2015-06-11,2015-06-12,10,-74.0041750531645,40.7381347208026,DSNY,MANHATTAN
2015-11-12,2015-11-12,23,-73.9468969123736,40.8017236693327,NYPD,MANHATTAN
2015-08-24,2015-09-15,19,-73.9376105191781,40.8287353050655,HPD,MANHATTAN
2015-10-22,2015-10-22,13,-73.989781649671,40.7318268995664,NYPD,MANHATTAN
2015-01-21,2015-01-22,15,-73.9734036302625,40.751196734823,DEP,MANHATTAN
2015-08-30,2015-08-30,18,-73.8993839418779,40.7140934185815,NYPD,QUEENS
2015-12-18,2016-09-10,24,-73.9384843486414,40.7043358694365,DOB,BROOKLYN
2015-12-26,2015-12-27,23,-73.9514888223065,40.8249899522639,NYPD,MANHATTAN
2015-08-09,NA,0,-73.9017002593707,40.7406701674365,DOHMH,QUEENS
2015-05-28,2015-05-28,9,-73.9031186862853,40.8844536506197,NYPD,BRONX
2015-06-07,2015-06-08,23,-73.9397692472213,40.7073118741198,NYPD,BROOKLYN
2015-12-19,2015-12-19,11,-73.855859166982,40.8358971726167,DEP,BRONX
2015-09-15,2015-09-15,22,-73.9916911558225,40.6098080474308,DEP,BROOKLYN
2015-07-29,2015-07-29,9,-73.9225950475948,40.6997095834292,DEP,BROOKLYN
2015-04-19,2015-04-19,0,-73.9355285213493,40.7958551322693,NYPD,MANHATTAN
2015-01-27,2015-01-27,13,-73.8650576499141,40.6891522660243,NYPD,QUEENS
2015-07-26,2015-07-26,0,-73.9222417606176,40.6872178984426,NYPD,BROOKLYN
2015-05-14,2015-05-15,24,-73.955991137586,40.7754659024898,DSNY,MANHATTAN
2015-06-16,2015-11-09,11,-73.9872242712324,40.7652027830058,DPR,MANHATTAN
2015-11-12,2015-11-13,23,-74.1736328248191,40.5490937976863,NYPD,STATEN ISLAND
2015-11-19,2015-11-19,17,-73.8527754280086,40.8919400753264,DOB,BRONX
2015-07-01,2015-07-01,11,-73.9096742130266,40.7468606227151,NYPD,QUEENS
2015-08-21,2015-08-29,13,-73.9698701423301,40.6316254933194,HPD,BROOKLYN
2015-10-24,2015-10-27,23,-73.9203575102663,40.8277969667539,HPD,BRONX
2015-01-15,2015-01-15,23,-73.7308088149042,40.7128949258537,NYPD,QUEENS
2015-10-27,2015-11-10,18,-73.8968957655995,40.6646029806038,HPD,BROOKLYN
2015-12-15,2015-12-22,7,-73.8886130719318,40.8650218513955,HPD,BRONX
2015-12-02,2015-12-02,9,-73.7711580545462,40.6804703245527,DEP,QUEENS
2015-10-07,2015-10-07,22,-73.8609963693125,40.7380975679701,NYPD,QUEENS
2015-07-13,2015-05-08,0,-73.9745391156667,40.7832418408899,DOHMH,MANHATTAN
2015-05-23,2015-05-23,0,-74.0011258742408,40.7391530940071,NYPD,MANHATTAN
2015-11-17,2015-11-17,11,-73.9910518573128,40.6233782550841,NYPD,BROOKLYN
2015-10-24,2015-10-24,14,-73.8784999950951,40.829835468537,NYPD,BRONX
2015-05-26,2015-05-26,1,-73.9186572349812,40.6816325524194,NYPD,BROOKLYN
2015-05-02,2015-05-02,4,-73.9154925645653,40.7605668180578,NYPD,QUEENS
2015-06-04,2015-08-28,10,-73.9938406720113,40.6946740958988,DSNY,BROOKLYN
2015-10-05,2015-10-07,5,-73.8897277929889,40.8403288112274,HPD,BRONX
2015-09-29,2015-10-17,13,-73.9400736552018,40.8220696955425,HPD,MANHATTAN
2015-12-12,2015-12-12,21,-73.8798835111518,40.8701182327857,NYPD,BRONX
2015-07-13,2015-07-16,13,-73.8376361584527,40.6501766319045,DCA,QUEENS
2015-08-17,2015-08-22,10,-73.9478556873183,40.7812319446349,HPD,MANHATTAN
2015-12-18,2016-02-18,9,-73.9835762403569,40.7291857271676,TLC,MANHATTAN
2015-09-25,2015-10-02,4,-73.9823378805255,40.7186099923566,DEP,MANHATTAN
2015-09-06,2015-09-06,9,-73.8800788667091,40.7297145754269,NYPD,QUEENS
2015-03-09,2015-03-10,18,-73.9917369732616,40.7343028248016,NYPD,MANHATTAN
2015-08-08,2015-08-08,1,-73.7490603036597,40.6067456962471,NYPD,QUEENS
2015-07-03,NA,20,-73.9797740183612,40.7270661703141,DOHMH,MANHATTAN
2015-09-30,2015-10-26,9,-73.9205611583378,40.68143076934,HPD,BROOKLYN
2015-08-09,2015-08-12,8,-73.9021545584268,40.910486148139,DSNY,BRONX
2015-09-02,2015-12-22,14,-74.0131730022261,40.6200731198061,DPR,BROOKLYN
2015-10-14,2016-03-24,24,-73.9285571243435,40.8572887419242,HPD,MANHATTAN
2015-05-22,2015-08-10,11,-74.01393945523,40.6334840729089,DSNY,BROOKLYN
2015-07-04,2015-09-15,1,-73.8597597751698,40.7118451767522,DOT,QUEENS
2015-06-26,2015-06-26,19,-73.9157658380292,40.8413306270695,NYPD,BRONX
2015-12-01,2015-12-03,6,-73.9299327937929,40.6872722442845,HPD,BROOKLYN
2015-08-05,2015-08-05,20,-73.8357029250071,40.5791247901932,NYPD,QUEENS
2015-09-10,2015-09-10,21,-73.9498246029275,40.717609555052,NYPD,BROOKLYN
2015-10-02,2015-10-04,6,-73.9211615626183,40.6981221346534,DEP,BROOKLYN
2015-10-04,2015-10-05,17,-73.8840129906372,40.7455311382905,HPD,QUEENS
2015-01-03,2015-01-03,19,-73.8616777628716,40.8618061077554,NYPD,BRONX
2015-10-25,2015-10-26,22,-73.907131524192,40.7068427728628,NYPD,QUEENS
2015-10-16,2015-10-26,10,-73.859469403468,40.8940535932437,HPD,BRONX
2015-12-15,2015-12-21,14,-73.9281379821091,40.8671446962697,DEP,MANHATTAN
2015-10-16,2015-11-09,18,-73.9075191295731,40.6926361660528,HPD,BROOKLYN
2015-05-30,2015-06-09,13,-73.9324614788497,40.618602039558,DOT,BROOKLYN
2015-08-23,2015-08-23,0,-73.9351540052242,40.6834984984784,NYPD,BROOKLYN
2015-04-07,2015-04-07,7,-73.8817944640414,40.6799015723655,NYPD,BROOKLYN
2015-11-01,2015-11-02,23,-73.9536569623521,40.7987567903794,NYPD,MANHATTAN
2015-10-17,2015-10-18,22,-73.8696025718831,40.6699330919081,NYPD,BROOKLYN
2015-07-11,2015-08-10,17,-73.9530077996885,40.81785980438,HPD,MANHATTAN
2015-08-17,2015-08-17,14,-74.0673214375656,40.5962210990554,DEP,STATEN ISLAND
2015-01-19,2015-01-19,13,-73.9571956476372,40.7271066514543,DEP,BROOKLYN
2015-12-15,2015-12-16,15,-73.941702625672,40.8061703600467,DEP,MANHATTAN
2015-08-30,2015-09-04,10,-73.8438620247985,40.7216262665314,DOT,QUEENS
2015-12-16,2015-12-17,13,-73.9129017514438,40.6273173234804,DSNY,BROOKLYN
2015-02-18,2015-02-18,10,-73.8152296192883,40.8200351379949,DEP,BRONX
2015-07-09,2015-07-09,9,-73.9701589025555,40.5901325101461,NYPD,BROOKLYN
2015-08-17,2015-08-18,20,-73.8665844156575,40.7659030056871,NYPD,QUEENS
2015-09-07,2015-09-07,19,-73.9696917587024,40.6753608012575,NYPD,BROOKLYN
2015-01-08,2015-01-08,15,-73.9475419584452,40.6248707805843,NYPD,BROOKLYN
2015-02-26,2015-02-26,15,-73.9839636569208,40.6785668272251,NYPD,BROOKLYN
2015-01-17,2015-01-17,2,-73.9261215977737,40.823870369615,NYPD,BRONX
2015-07-28,2015-08-28,17,-73.9189198936279,40.6998689944237,HPD,BROOKLYN
2015-12-01,2016-02-16,9,-73.9285571243435,40.8572887419242,HPD,MANHATTAN
2015-11-12,2016-01-11,10,-73.8753544823069,40.8327113184394,DOB,BRONX
2015-06-28,2015-06-28,15,-73.9988485923131,40.7549765707232,NYPD,MANHATTAN
2015-02-05,2015-02-11,19,-73.9509751857636,40.6639058833396,DSNY,BROOKLYN
2015-08-29,NA,24,-73.9433867363801,40.686288787166,DPR,BROOKLYN
2015-10-15,2015-10-16,9,-73.8419719643988,40.8416785613082,DCA,BRONX
2015-11-13,2015-11-18,18,-73.9446169044655,40.8331441480518,HPD,MANHATTAN
2015-08-03,NA,16,-73.8927375691981,40.6457727097649,DPR,BROOKLYN
2015-11-23,2015-11-30,0,-73.8197803077415,40.7272562814955,DOT,QUEENS
2015-11-18,2015-11-19,8,-73.9859899377721,40.7638686949542,DEP,MANHATTAN
2015-03-15,2015-03-16,10,-73.947965908943,40.7788056478624,DOT,MANHATTAN
2015-07-24,2015-07-27,18,-73.9509508344327,40.6578069720153,DEP,BROOKLYN
2015-04-16,2015-04-16,2,-73.9885241816619,40.7214625799304,DEP,MANHATTAN
2015-04-13,2015-04-29,11,-73.8214470427656,40.6869080223252,DCA,QUEENS
2015-05-20,2015-06-08,18,-73.9641473249104,40.6346760557651,DPR,BROOKLYN
2015-08-06,2015-08-11,1,-73.9935279249457,40.7216331449677,DEP,MANHATTAN
2015-07-07,2015-07-09,16,-73.9934635983957,40.7521904735656,DCA,MANHATTAN
2015-03-23,2015-03-23,11,-73.9853337385512,40.7602153604679,NYPD,MANHATTAN
2015-02-02,2015-02-11,9,-73.9588640247234,40.742181448126,DOT,QUEENS
2015-07-05,2015-07-05,0,-73.8286257114614,40.6856535951677,NYPD,QUEENS
2015-12-17,2015-12-19,11,-73.9700941207481,40.6222301356523,HPD,BROOKLYN
2015-12-12,2015-12-16,22,-73.8851535703801,40.8752342210627,HPD,BRONX
2015-01-12,2015-01-13,23,-73.9192147239671,40.8672760288868,NYPD,MANHATTAN
2015-05-29,2015-05-30,21,-73.8662682044241,40.8298932956494,NYPD,BRONX
2015-11-30,2015-12-01,19,-74.1601695731758,40.5933102843116,NYPD,STATEN ISLAND
2015-08-02,2015-08-02,13,-73.9009822059848,40.864459486847,NYPD,BRONX
2015-03-29,NA,18,-74.075990247617,40.6007638253036,DPR,STATEN ISLAND
2015-08-20,2015-08-20,0,-73.9279268085322,40.865168382554,NYPD,MANHATTAN
2015-12-24,2016-02-22,24,-73.9099395369556,40.8335779045031,HPD,BRONX
2015-10-24,2015-10-24,2,-73.9757967706122,40.7406437011671,NYPD,MANHATTAN
2015-08-09,2015-08-09,0,-73.7351449406447,40.7291567743567,NYPD,QUEENS
2015-09-15,2015-10-01,13,-73.9058566317896,40.6824956294791,HPD,BROOKLYN
2015-05-13,2015-05-13,6,-73.9300908227207,40.674111149833,NYPD,BROOKLYN
2015-10-07,2015-10-07,1,-73.8642747481576,40.8310794290517,NYPD,BRONX
2015-10-04,NA,20,-73.9921662654339,40.6123552499564,DPR,BROOKLYN
2015-12-06,2015-12-06,1,-73.989752907101,40.7310281733454,NYPD,MANHATTAN
2015-06-09,2015-06-12,24,-73.8670217635603,40.8415729251284,DEP,BRONX
2015-03-22,2015-03-22,1,-74.0015587079786,40.7308255068573,NYPD,MANHATTAN
2015-11-13,2015-11-16,18,-73.9260444209576,40.694999084458,DOT,BROOKLYN
2015-06-19,2015-06-19,16,-73.9747059812605,40.6766767599233,DEP,BROOKLYN
2015-05-16,2015-05-16,9,-74.0014860474441,40.7084886572153,NYPD,MANHATTAN
2015-10-13,2015-10-26,6,-73.9459257594987,40.6766531094821,HPD,BROOKLYN
2015-07-20,2015-07-31,14,-73.9015128035148,40.8137761092047,DPR,BRONX
2015-10-17,2015-10-20,13,-73.9455944264335,40.6629729842117,HPD,BROOKLYN
2015-11-13,2015-11-16,19,-73.925246945836,40.6504233979391,HPD,BROOKLYN
2015-09-01,2015-09-02,23,-73.8635048490201,40.7483933945933,NYPD,QUEENS
2015-01-28,2015-02-03,17,-73.7762144220895,40.7315687306882,DOT,QUEENS
2015-11-25,2015-11-27,24,-73.928335511447,40.8515988353407,HPD,MANHATTAN
2015-03-10,2015-09-17,18,-73.9047353635387,40.8641799426105,HPD,BRONX
2015-06-15,2015-06-16,14,-73.8792671800694,40.723669767398,DSNY,QUEENS
2015-10-26,2015-10-26,17,-73.8228113289716,40.8858816080388,NYPD,BRONX
2015-09-19,2015-09-20,24,-73.7373091790394,40.7100855695206,NYPD,QUEENS
2015-01-23,2015-01-23,16,-74.0106762375108,40.7071157899278,DOT,MANHATTAN
2015-07-05,2015-07-05,17,-73.9881043938784,40.7287718258656,DHS,MANHATTAN
2015-10-23,2015-10-23,11,-73.8662202575811,40.7297322456091,NYPD,QUEENS
2015-10-19,2015-10-24,21,-73.8436954656329,40.9003186413698,HPD,BRONX
2015-10-28,2015-10-30,24,-73.8457079053952,40.8982408781132,HPD,BRONX
2015-12-13,2015-12-13,24,-73.8592497850267,40.6937126111242,NYPD,QUEENS
2015-11-09,2015-11-10,3,-73.9332662472212,40.6423120019376,HPD,BROOKLYN
2015-01-08,2015-01-20,10,-73.9376972087913,40.693702217305,DEP,BROOKLYN
2015-09-26,2015-09-26,21,-73.9531870470217,40.6708977536557,NYPD,BROOKLYN
2015-11-04,2015-11-05,17,-73.9533504856076,40.7825435386023,DOHMH,MANHATTAN
2015-09-16,2015-09-19,2,-74.0192539242657,40.6468531582465,DEP,BROOKLYN
2015-07-22,2015-07-22,15,-74.1593251545602,40.5864961084114,NYPD,STATEN ISLAND
2015-09-04,2015-09-05,19,-73.971050091034,40.7934706337962,DSNY,MANHATTAN
2015-03-23,2015-03-23,16,-73.9956682683366,40.7613964522535,NYPD,MANHATTAN
2015-06-17,2015-06-17,8,-74.0363029520962,40.6278907965889,NYPD,BROOKLYN
2015-11-03,2015-11-27,16,-73.984515770194,40.6763985313203,DOT,BROOKLYN
2015-02-02,2015-02-02,7,-73.985831249637,40.576510315443,DEP,BROOKLYN
2015-09-11,2015-10-08,15,-73.9906469281091,40.7366961663205,TLC,MANHATTAN
2015-07-28,2015-08-04,8,-74.0080435859968,40.7099293863876,DOB,MANHATTAN
2015-11-15,2015-11-28,15,-73.9484490432498,40.6724410373181,HPD,BROOKLYN
2015-09-04,2015-09-08,21,-73.8502918588316,40.8287647965679,HPD,BRONX
2015-05-01,2015-05-02,8,-73.9222912791834,40.6168801185374,NYPD,BROOKLYN
2015-03-31,2015-03-31,11,-73.8328504109471,40.6760475971146,NYPD,QUEENS
2015-10-21,2015-10-22,10,-73.8880145048164,40.7052008603321,DSNY,QUEENS
2015-05-15,2015-05-21,19,-73.8762427587994,40.8758178632514,DEP,BRONX
2015-03-16,2015-03-17,19,-73.9288630322153,40.8315271048226,NYPD,BRONX
2015-12-12,2015-12-28,16,-73.9024434539823,40.87141853879,HPD,BRONX
2015-09-09,2015-09-10,11,-73.8856569636262,40.651894993991,HPD,BROOKLYN
2015-12-24,2016-02-18,14,-73.9161418601618,40.829739981462,HPD,BRONX
2015-09-19,2015-09-23,14,-73.8452263200317,40.8394240753265,HPD,BRONX
2015-10-20,2015-10-27,24,-73.8920750471132,40.8593134200541,DOT,BRONX
2015-05-30,2015-05-30,5,-73.9605417126495,40.6940663922007,NYPD,BROOKLYN
2015-02-26,2015-02-26,24,-73.7493039811332,40.6991414472936,NYPD,QUEENS
2015-06-16,2016-08-03,21,-73.9839266501171,40.5778138463458,DOB,BROOKLYN
2015-06-24,2015-06-24,20,-73.9434662477722,40.8391737203041,NYPD,MANHATTAN
2015-02-26,2015-02-27,17,-73.9625214022318,40.610804087544,DSNY,BROOKLYN
2015-10-16,2015-10-16,15,-73.9110493528035,40.7143390726632,DOT,QUEENS
2015-12-04,2015-12-05,21,-73.9211038100801,40.6372154654398,NYPD,BROOKLYN
2015-10-27,2015-11-06,10,-73.8677477904991,40.8654142723652,HPD,BRONX
2015-04-01,2015-04-10,9,-73.9862093404919,40.7328722786363,DOT,MANHATTAN
2015-04-29,2015-04-29,0,-73.7841630841366,40.6970794064925,NYPD,QUEENS
2015-10-13,2015-10-20,7,-73.9538231471668,40.7778694439259,HPD,MANHATTAN
2015-05-15,2015-05-18,24,-73.9447102806399,40.7164297101501,DEP,BROOKLYN
2015-10-04,2015-10-04,14,-73.8025236640954,40.7260010696237,DSNY,QUEENS
2015-07-22,2015-10-25,24,-73.9969834645483,40.7340697776734,DPR,MANHATTAN
2015-07-24,2015-09-17,24,-73.9195339535247,40.6662020360516,DPR,BROOKLYN
2015-06-01,2015-06-01,1,-73.9514928982686,40.814442000347,NYPD,MANHATTAN
2015-03-04,2015-03-04,13,-73.9566258014956,40.6270127583375,NYPD,BROOKLYN
2015-02-09,2015-02-09,15,-73.778479866537,40.669848617098,DEP,QUEENS
2015-07-14,2015-07-15,18,-73.9132336370046,40.776605408509,NYPD,QUEENS
2015-11-24,2016-04-10,10,-73.938971047349,40.854264569593,DOB,MANHATTAN
